weather_observation_id,station_name,state,latitude,longitude,crs,measurement_timestamp,rainfall_mm,rainfall_intensity_mm_hr,temperature_c,relative_humidity_pct,wind_speed_mps,surface_pressure_hpa,river_level_m,river_discharge_m3s,forecast_river_level_m,flood_alert_level,data_source,data_status
IN-WX-0540,Shimla,Himachal Pradesh,31.095189,77.175629,EPSG:4326,2025-06-17 00:00:00,11.83,0.86,12.8,56.9,13.25,995.9,6.6,185.1,6.62,Warning,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0541,Dehradun,Uttarakhand,30.315759,78.025943,EPSG:4326,2025-06-17 00:00:00,4.69,0.29,19.8,53.2,4.13,1017.1,9.87,788.07,9.69,Danger,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0542,Gaya,Bihar,24.800902,84.996798,EPSG:4326,2025-06-17 00:00:00,14.08,2.22,25.0,90.3,3.65,1006.0,10.65,1057.63,10.62,Danger,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0543,Agra,Uttar Pradesh,27.182368,78.004797,EPSG:4326,2025-06-17 00:00:00,6.24,0.42,32.5,64.7,12.66,1007.2,6.1,597.37,5.88,Normal,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0544,Gandhinagar,Gujarat,23.217057,72.64194,EPSG:4326,2025-06-17 00:00:00,12.05,0.58,21.1,80.8,1.32,1002.2,7.24,298.08,7.49,Warning,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0545,Delhi,Delhi,28.615311,77.211064,EPSG:4326,2025-06-18 00:00:00,9.94,0.9,25.0,91.0,4.74,1001.7,8.38,631.16,8.66,Warning,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0546,Mumbai,Maharashtra,19.075914,72.879329,EPSG:4326,2025-06-18 00:00:00,19.93,1.51,13.2,78.4,0.82,1019.9,11.08,607.05,11.21,Danger,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0547,Pune,Maharashtra,18.523246,73.855549,EPSG:4326,2025-06-18 00:00:00,15.42,0.82,19.4,91.4,7.44,1015.3,5.08,604.59,5.36,Normal,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0548,Nagpur,Maharashtra,21.140674,79.089224,EPSG:4326,2025-06-18 00:00:00,9.32,1.18,15.5,68.0,1.85,1018.9,2.01,66.13,2.1,Normal,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0549,Ahmedabad,Gujarat,23.02433,72.572083,EPSG:4326,2025-06-18 00:00:00,57.66,2.64,14.2,90.0,6.16,991.5,8.07,640.24,7.89,Warning,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0550,Surat,Gujarat,21.173932,72.838396,EPSG:4326,2025-06-18 00:00:00,14.44,0.73,21.1,66.2,7.74,990.4,9.46,507.96,9.28,Danger,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0551,Jaipur,Rajasthan,26.911704,75.794016,EPSG:4326,2025-06-18 00:00:00,19.29,0.84,24.4,76.0,9.87,1002.0,1.95,175.95,1.8,Normal,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0552,Lucknow,Uttar Pradesh,26.839585,80.953431,EPSG:4326,2025-06-18 00:00:00,10.16,0.67,29.1,72.7,13.34,1008.4,4.36,394.34,4.48,Normal,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0553,Varanasi,Uttar Pradesh,25.309643,82.98094,EPSG:4326,2025-06-18 00:00:00,10.2,0.94,30.5,79.7,7.54,1001.1,9.56,472.99,9.63,Danger,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0554,Patna,Bihar,25.588794,85.14569,EPSG:4326,2025-06-18 00:00:00,6.53,0.77,32.0,91.4,2.93,1019.2,10.65,1010.6,10.91,Danger,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0555,Kolkata,West Bengal,22.575464,88.368479,EPSG:4326,2025-06-18 00:00:00,20.57,1.83,35.6,92.7,10.8,1012.3,8.72,300.22,8.76,Warning,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0556,Guwahati,Assam,26.146556,91.737128,EPSG:4326,2025-06-18 00:00:00,9.42,1.08,17.8,76.6,2.21,994.2,7.13,642.51,6.87,Warning,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0557,Bhubaneswar,Odisha,20.290721,85.815428,EPSG:4326,2025-06-18 00:00:00,18.13,0.76,22.7,55.6,0.56,1001.4,8.67,826.68,8.82,Warning,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0558,Ranchi,Jharkhand,23.346613,85.310055,EPSG:4326,2025-06-18 00:00:00,14.86,0.84,31.0,55.6,13.4,1009.1,9.71,813.34,9.89,Danger,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0559,Bhopal,Madhya Pradesh,23.269325,77.414197,EPSG:4326,2025-06-18 00:00:00,14.04,0.63,30.0,89.9,7.2,1010.8,1.36,136.67,1.07,Normal,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0560,Indore,Madhya Pradesh,22.717644,75.861208,EPSG:4326,2025-06-18 00:00:00,34.19,1.61,21.5,94.7,4.16,997.9,9.1,341.28,9.12,Danger,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0561,Raipur,Chhattisgarh,21.253181,81.638551,EPSG:4326,2025-06-18 00:00:00,12.26,1.34,31.1,79.7,9.44,1006.0,2.85,340.93,2.96,Normal,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0562,Hyderabad,Telangana,17.391231,78.487843,EPSG:4326,2025-06-18 00:00:00,14.76,0.68,27.7,55.5,0.8,1004.9,2.14,225.8,2.4,Normal,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0563,Bengaluru,Karnataka,12.963201,77.604293,EPSG:4326,2025-06-18 00:00:00,2.04,0.33,26.1,89.3,6.83,995.1,3.59,452.68,3.59,Normal,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0564,Mysuru,Karnataka,12.288898,76.6483,EPSG:4326,2025-06-18 00:00:00,20.4,1.27,26.7,76.8,3.73,1003.1,10.39,1125.69,10.42,Danger,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0565,Chennai,Tamil Nadu,13.079426,80.263218,EPSG:4326,2025-06-18 00:00:00,37.72,9.78,17.0,51.6,13.38,1017.5,3.16,239.15,3.11,Normal,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0566,Coimbatore,Tamil Nadu,11.009486,76.963428,EPSG:4326,2025-06-18 00:00:00,0.2,0.02,31.9,94.1,7.24,1014.8,8.71,377.81,8.81,Warning,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0567,Kochi,Kerala,9.926076,76.263114,EPSG:4326,2025-06-18 00:00:00,24.62,1.16,29.6,93.6,3.6,1002.6,4.41,469.38,4.53,Normal,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0568,Thiruvananthapuram,Kerala,8.532402,76.927382,EPSG:4326,2025-06-18 00:00:00,13.11,1.03,20.5,93.8,4.58,998.4,10.24,603.43,10.26,Danger,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0569,Vijayawada,Andhra Pradesh,16.512211,80.647416,EPSG:4326,2025-06-18 00:00:00,5.14,0.24,22.3,54.7,6.35,1019.6,7.77,208.5,7.74,Warning,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0570,Visakhapatnam,Andhra Pradesh,17.69675,83.215861,EPSG:4326,2025-06-18 00:00:00,35.31,2.74,15.5,49.7,6.82,1002.1,7.92,772.79,7.68,Warning,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0571,Srinagar,Jammu and Kashmir,34.082736,74.78909,EPSG:4326,2025-06-18 00:00:00,41.89,6.27,31.5,47.8,10.93,1001.0,9.03,843.38,9.0,Danger,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0572,Shimla,Himachal Pradesh,31.102493,77.17156,EPSG:4326,2025-06-18 00:00:00,2.95,0.13,32.4,59.0,11.13,994.8,7.35,654.45,7.58,Warning,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0573,Dehradun,Uttarakhand,30.30857,78.031875,EPSG:4326,2025-06-18 00:00:00,7.55,0.61,29.5,86.4,6.66,990.8,2.84,211.1,2.73,Normal,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0574,Gaya,Bihar,24.788831,85.009299,EPSG:4326,2025-06-18 00:00:00,50.11,3.16,35.4,87.2,13.22,991.6,11.28,682.49,11.3,Danger,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0575,Agra,Uttar Pradesh,27.186223,78.009244,EPSG:4326,2025-06-18 00:00:00,19.32,6.28,32.3,51.7,8.16,1006.2,10.66,612.88,10.83,Danger,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0576,Gandhinagar,Gujarat,23.211066,72.646193,EPSG:4326,2025-06-18 00:00:00,5.38,0.28,14.2,93.9,6.52,1011.8,9.18,825.89,9.42,Danger,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0577,Delhi,Delhi,28.614831,77.21179,EPSG:4326,2025-06-19 00:00:00,15.32,0.74,20.4,51.2,1.9,1009.7,8.56,300.9,8.71,Warning,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0578,Mumbai,Maharashtra,19.085674,72.870846,EPSG:4326,2025-06-19 00:00:00,9.77,0.48,13.0,82.7,5.78,993.5,9.9,1218.77,10.2,Danger,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0579,Pune,Maharashtra,18.525432,73.849078,EPSG:4326,2025-06-19 00:00:00,8.68,0.41,33.3,69.3,12.6,999.8,6.57,769.49,6.74,Warning,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0580,Nagpur,Maharashtra,21.142544,79.091425,EPSG:4326,2025-06-19 00:00:00,21.85,1.23,16.0,60.3,7.91,1017.8,10.29,860.23,10.46,Danger,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0581,Ahmedabad,Gujarat,23.020267,72.575254,EPSG:4326,2025-06-19 00:00:00,14.78,1.01,27.1,93.9,3.73,1014.0,8.65,979.18,8.85,Warning,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0582,Surat,Gujarat,21.177465,72.824419,EPSG:4326,2025-06-19 00:00:00,7.0,0.39,22.6,51.6,4.19,996.3,9.42,585.34,9.2,Danger,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0583,Jaipur,Rajasthan,26.910053,75.783894,EPSG:4326,2025-06-19 00:00:00,9.97,1.28,26.8,88.2,10.76,1003.3,3.15,404.28,2.88,Normal,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0584,Lucknow,Uttar Pradesh,26.849413,80.93815,EPSG:4326,2025-06-19 00:00:00,8.34,0.39,26.6,76.7,13.4,996.5,5.8,575.23,6.04,Normal,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0585,Varanasi,Uttar Pradesh,25.321527,82.975336,EPSG:4326,2025-06-19 00:00:00,12.33,4.84,17.2,91.3,10.09,1004.5,5.42,422.5,5.31,Normal,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0586,Patna,Bihar,25.59247,85.136606,EPSG:4326,2025-06-19 00:00:00,1.14,0.09,19.4,85.3,0.81,1010.7,1.07,102.37,0.91,Normal,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0587,Kolkata,West Bengal,22.580211,88.372602,EPSG:4326,2025-06-19 00:00:00,12.31,2.01,14.1,88.1,2.91,995.1,1.18,123.56,0.95,Normal,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0588,Guwahati,Assam,26.154253,91.729164,EPSG:4326,2025-06-19 00:00:00,12.35,0.54,25.9,72.1,1.71,1008.5,7.99,659.86,8.04,Warning,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0589,Bhubaneswar,Odisha,20.291996,85.814911,EPSG:4326,2025-06-19 00:00:00,35.97,4.35,12.3,57.2,2.98,1005.3,9.06,252.96,9.28,Danger,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0590,Ranchi,Jharkhand,23.350513,85.309399,EPSG:4326,2025-06-19 00:00:00,28.4,2.0,17.7,68.7,2.98,1003.4,6.5,829.03,6.41,Warning,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0591,Bhopal,Madhya Pradesh,23.260292,77.419007,EPSG:4326,2025-06-19 00:00:00,0.32,0.02,34.4,56.7,7.14,1005.5,9.78,360.39,9.5,Danger,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0592,Indore,Madhya Pradesh,22.719161,75.848382,EPSG:4326,2025-06-19 00:00:00,7.39,0.82,34.8,58.7,1.24,1004.3,5.75,353.47,5.55,Normal,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0593,Raipur,Chhattisgarh,21.256535,81.639163,EPSG:4326,2025-06-19 00:00:00,2.55,0.16,36.0,75.3,7.21,991.4,8.93,473.41,8.75,Warning,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0594,Hyderabad,Telangana,17.393712,78.480261,EPSG:4326,2025-06-19 00:00:00,2.05,0.11,21.1,52.5,9.86,1011.5,7.71,209.75,7.99,Warning,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0595,Bengaluru,Karnataka,12.974613,77.593995,EPSG:4326,2025-06-19 00:00:00,21.54,0.96,14.9,87.4,9.32,1003.1,9.24,489.18,9.37,Danger,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0596,Mysuru,Karnataka,12.290829,76.64927,EPSG:4326,2025-06-19 00:00:00,21.84,1.8,29.1,55.2,6.74,1017.3,6.02,478.1,6.29,Normal,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0597,Chennai,Tamil Nadu,13.085804,80.260939,EPSG:4326,2025-06-19 00:00:00,6.99,0.37,23.2,47.3,10.13,1018.7,1.37,37.73,1.34,Normal,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0598,Coimbatore,Tamil Nadu,11.013037,76.965277,EPSG:4326,2025-06-19 00:00:00,25.11,1.4,24.4,87.8,5.53,992.2,7.03,333.96,7.15,Warning,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0599,Kochi,Kerala,9.934935,76.26549,EPSG:4326,2025-06-19 00:00:00,35.98,3.24,34.8,54.2,4.88,1007.5,5.77,423.26,5.75,Normal,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0600,Thiruvananthapuram,Kerala,8.514297,76.940067,EPSG:4326,2025-06-19 00:00:00,2.71,0.13,19.8,92.8,13.95,1019.0,2.1,267.72,1.85,Normal,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0601,Vijayawada,Andhra Pradesh,16.501862,80.656811,EPSG:4326,2025-06-19 00:00:00,14.16,0.83,25.2,92.5,10.39,1004.8,9.29,413.46,9.12,Danger,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0602,Visakhapatnam,Andhra Pradesh,17.686003,83.221237,EPSG:4326,2025-06-19 00:00:00,8.45,0.59,26.5,68.6,4.88,1017.8,8.07,196.2,8.07,Warning,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0603,Srinagar,Jammu and Kashmir,34.0816,74.800425,EPSG:4326,2025-06-19 00:00:00,17.14,0.96,33.6,81.7,9.43,1003.1,8.33,461.32,8.4,Warning,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0604,Shimla,Himachal Pradesh,31.098918,77.17727,EPSG:4326,2025-06-19 00:00:00,37.63,2.18,23.7,50.7,4.83,1020.0,4.45,247.43,4.52,Normal,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0605,Dehradun,Uttarakhand,30.311261,78.040274,EPSG:4326,2025-06-19 00:00:00,33.3,3.98,29.6,76.3,1.0,1015.6,1.86,218.99,1.59,Normal,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0606,Gaya,Bihar,24.789749,84.996092,EPSG:4326,2025-06-19 00:00:00,36.25,6.0,14.5,75.3,4.93,1002.6,4.54,527.27,4.59,Normal,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0607,Agra,Uttar Pradesh,27.168325,78.015659,EPSG:4326,2025-06-19 00:00:00,11.41,1.51,27.7,86.8,11.23,1001.1,4.72,318.56,4.9,Normal,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0608,Gandhinagar,Gujarat,23.222859,72.63246,EPSG:4326,2025-06-19 00:00:00,15.38,1.06,19.2,46.7,1.42,1019.9,4.85,518.69,4.66,Normal,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0609,Delhi,Delhi,28.618283,77.20578,EPSG:4326,2025-06-20 00:00:00,29.07,1.75,32.8,56.2,5.25,1007.1,8.72,973.49,8.57,Warning,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0610,Mumbai,Maharashtra,19.084377,72.875401,EPSG:4326,2025-06-20 00:00:00,10.51,2.75,35.5,83.3,7.34,1005.2,5.07,540.77,4.83,Normal,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0611,Pune,Maharashtra,18.519764,73.864909,EPSG:4326,2025-06-20 00:00:00,26.15,1.21,13.9,72.6,2.38,1017.5,7.9,361.98,7.98,Warning,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0612,Nagpur,Maharashtra,21.14888,79.078703,EPSG:4326,2025-06-20 00:00:00,35.71,1.5,29.8,69.0,9.41,993.4,4.47,541.38,4.64,Normal,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0613,Ahmedabad,Gujarat,23.024483,72.571527,EPSG:4326,2025-06-20 00:00:00,5.71,0.46,18.1,45.4,3.87,998.0,9.49,212.76,9.68,Danger,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0614,Surat,Gujarat,21.165461,72.828697,EPSG:4326,2025-06-20 00:00:00,4.32,1.63,18.4,74.2,6.58,1007.7,1.52,93.44,1.61,Normal,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0615,Jaipur,Rajasthan,26.908611,75.780671,EPSG:4326,2025-06-20 00:00:00,7.97,0.42,20.6,46.6,1.02,999.3,10.15,1259.63,10.01,Danger,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0616,Lucknow,Uttar Pradesh,26.851259,80.952239,EPSG:4326,2025-06-20 00:00:00,9.5,1.06,32.4,59.0,11.06,1012.5,7.39,914.38,7.67,Warning,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0617,Varanasi,Uttar Pradesh,25.32654,82.978376,EPSG:4326,2025-06-20 00:00:00,26.07,2.32,29.5,93.8,7.78,991.0,8.36,554.07,8.18,Warning,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0618,Patna,Bihar,25.598173,85.141195,EPSG:4326,2025-06-20 00:00:00,24.4,1.13,20.4,96.7,2.11,1006.4,8.71,555.51,8.99,Warning,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0619,Kolkata,West Bengal,22.562665,88.359679,EPSG:4326,2025-06-20 00:00:00,11.69,0.69,25.2,77.0,6.34,1007.6,3.78,430.04,3.52,Normal,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0620,Guwahati,Assam,26.139282,91.731157,EPSG:4326,2025-06-20 00:00:00,14.55,0.69,25.6,51.7,9.87,999.7,6.72,692.1,6.5,Warning,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0621,Bhubaneswar,Odisha,20.286197,85.816528,EPSG:4326,2025-06-20 00:00:00,34.88,3.75,25.7,55.6,1.06,1019.6,3.13,218.31,2.98,Normal,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0622,Ranchi,Jharkhand,23.334237,85.302055,EPSG:4326,2025-06-20 00:00:00,9.44,0.54,24.9,91.8,6.8,1012.5,7.52,178.87,7.35,Warning,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0623,Bhopal,Madhya Pradesh,23.267296,77.416953,EPSG:4326,2025-06-20 00:00:00,10.94,0.96,31.8,80.7,4.66,995.2,9.7,1259.02,9.94,Danger,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0624,Indore,Madhya Pradesh,22.710511,75.850836,EPSG:4326,2025-06-20 00:00:00,20.98,1.56,17.2,54.1,1.02,994.9,10.01,407.67,9.91,Danger,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0625,Raipur,Chhattisgarh,21.251636,81.633863,EPSG:4326,2025-06-20 00:00:00,4.23,0.66,24.6,50.6,3.82,1011.3,4.44,359.34,4.44,Normal,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0626,Hyderabad,Telangana,17.379984,78.481472,EPSG:4326,2025-06-20 00:00:00,10.46,0.56,27.8,67.8,8.51,1008.7,9.48,462.69,9.64,Danger,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0627,Bengaluru,Karnataka,12.972826,77.597087,EPSG:4326,2025-06-20 00:00:00,3.77,0.69,29.7,47.3,3.32,1016.5,8.65,215.13,8.35,Warning,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0628,Mysuru,Karnataka,12.288665,76.639893,EPSG:4326,2025-06-20 00:00:00,39.81,3.23,19.4,89.3,2.01,1000.3,5.96,566.32,5.81,Normal,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0629,Chennai,Tamil Nadu,13.092182,80.270497,EPSG:4326,2025-06-20 00:00:00,20.79,1.39,27.6,51.9,11.01,994.1,10.67,387.36,10.71,Danger,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0630,Coimbatore,Tamil Nadu,11.023976,76.948347,EPSG:4326,2025-06-20 00:00:00,45.11,5.04,22.6,85.9,2.03,1010.1,4.75,486.08,4.89,Normal,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0631,Kochi,Kerala,9.930976,76.259604,EPSG:4326,2025-06-20 00:00:00,42.36,2.28,29.8,84.2,1.57,1004.8,6.25,281.37,6.46,Normal,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0632,Thiruvananthapuram,Kerala,8.532124,76.935842,EPSG:4326,2025-06-20 00:00:00,3.55,0.23,32.3,92.8,7.35,1015.9,10.49,988.62,10.44,Danger,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0633,Vijayawada,Andhra Pradesh,16.51146,80.649954,EPSG:4326,2025-06-20 00:00:00,16.31,3.98,27.0,62.8,3.86,993.6,1.34,57.2,1.28,Normal,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0634,Visakhapatnam,Andhra Pradesh,17.685322,83.215489,EPSG:4326,2025-06-20 00:00:00,20.24,0.98,23.9,87.0,4.32,994.5,2.7,226.62,2.43,Normal,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0635,Srinagar,Jammu and Kashmir,34.086292,74.794644,EPSG:4326,2025-06-20 00:00:00,19.3,1.28,16.6,46.0,13.61,1018.3,5.28,462.28,5.56,Normal,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0636,Shimla,Himachal Pradesh,31.107228,77.176001,EPSG:4326,2025-06-20 00:00:00,4.16,0.26,32.1,66.5,3.45,1011.1,6.21,416.42,6.25,Normal,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0637,Dehradun,Uttarakhand,30.311498,78.038298,EPSG:4326,2025-06-20 00:00:00,14.44,0.69,21.7,61.9,9.6,1015.0,2.22,271.11,1.98,Normal,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0638,Gaya,Bihar,24.786978,84.99373,EPSG:4326,2025-06-20 00:00:00,6.21,0.41,24.3,68.5,9.76,1005.1,5.72,420.35,5.53,Normal,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0639,Agra,Uttar Pradesh,27.179372,78.017372,EPSG:4326,2025-06-20 00:00:00,3.82,0.29,14.9,52.6,13.9,1007.8,9.95,366.25,9.94,Danger,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0640,Gandhinagar,Gujarat,23.210456,72.638733,EPSG:4326,2025-06-20 00:00:00,3.19,0.26,31.6,60.1,10.71,990.8,6.02,292.71,5.78,Normal,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0641,Delhi,Delhi,28.621864,77.202929,EPSG:4326,2025-06-21 00:00:00,1.48,0.12,22.6,59.6,6.93,990.7,6.01,268.74,6.27,Normal,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0642,Mumbai,Maharashtra,19.066854,72.882907,EPSG:4326,2025-06-21 00:00:00,14.92,1.69,31.7,97.4,4.93,1004.6,9.62,1042.76,9.42,Danger,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0643,Pune,Maharashtra,18.513259,73.852541,EPSG:4326,2025-06-21 00:00:00,3.21,0.15,19.8,84.7,9.87,992.7,6.96,282.58,6.76,Warning,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0644,Nagpur,Maharashtra,21.155005,79.090687,EPSG:4326,2025-06-21 00:00:00,45.13,7.89,31.4,69.5,6.21,999.3,8.87,980.47,8.75,Warning,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0645,Ahmedabad,Gujarat,23.01686,72.577778,EPSG:4326,2025-06-21 00:00:00,8.83,0.47,35.6,71.2,12.36,1018.6,9.44,927.52,9.37,Danger,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0646,Surat,Gujarat,21.172393,72.827968,EPSG:4326,2025-06-21 00:00:00,34.87,2.07,27.0,77.7,8.63,1015.8,10.38,518.04,10.33,Danger,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
IN-WX-0647,Jaipur,Rajasthan,26.908016,75.790392,EPSG:4326,2025-06-21 00:00:00,15.28,2.59,31.6,76.9,0.56,990.5,9.49,1197.08,9.58,Danger,Synthetic rain-gauge/weather series,SYNTHETIC_PROTOTYPE
