population_id,state,district,village_or_city,nearest_city,latitude,longitude,crs,population_total,male_population,female_population,households,population_density_per_km2,children_population,elderly_population,settlement_type,river_distance_m,floodplain_flag,elevation_m,estimated_exposed_population,settlement_geometry_wkt,data_source,data_status
IN-POP-0465,Uttar Pradesh,Agra,Agra Settlement 0465,Agra,27.163529,77.990918,EPSG:4326,2241,1134,1107,673,239.3,342,153,Village,6117.3,0,686.7,162,POINT (77.990918 27.163529),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0466,Delhi,Delhi,Delhi Settlement 0466,Delhi,28.600028,77.213199,EPSG:4326,11795,5720,6075,3090,2141.5,1807,875,Village,5102.8,0,922.6,826,POINT (77.213199 28.600028),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0467,Maharashtra,Mumbai,Mumbai Settlement 0467,Mumbai,19.056155,72.906271,EPSG:4326,140347,70608,69739,28202,13910.3,17862,14130,Urban Fringe,2422.8,0,709.6,4414,POINT (72.906271 19.056155),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0468,Maharashtra,Pune,Pune Settlement 0468,Pune,18.517717,73.857704,EPSG:4326,120871,58396,62475,33712,76186.6,17966,8506,Town,287.0,1,400.5,41542,POINT (73.857704 18.517717),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0469,Maharashtra,Nagpur,Nagpur Settlement 0469,Nagpur,21.162251,79.080579,EPSG:4326,30369,15936,14433,7792,27084.4,4493,2452,City,4550.9,0,189.9,855,POINT (79.080579 21.162251),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0470,Gujarat,Ahmedabad,Ahmedabad Settlement 0470,Ahmedabad,23.048438,72.549434,EPSG:4326,141165,68376,72789,34328,79677.0,22170,10711,Urban Fringe,2744.0,0,1181.6,1962,POINT (72.549434 23.048438),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0471,Gujarat,Surat,Surat Settlement 0471,Surat,21.15685,72.829309,EPSG:4326,16880,8079,8801,5037,1970.7,2949,2172,Urban Fringe,2535.0,0,177.6,721,POINT (72.829309 21.156850),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0472,Rajasthan,Jaipur,Jaipur Settlement 0472,Jaipur,26.923009,75.783744,EPSG:4326,79201,38658,40543,16996,12298.1,10815,7965,City,6841.9,0,742.0,1630,POINT (75.783744 26.923009),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0473,Uttar Pradesh,Lucknow,Lucknow Settlement 0473,Lucknow,26.841777,80.957422,EPSG:4326,127651,65052,62599,39719,51992.0,26432,10608,Urban Fringe,5343.8,0,555.6,1613,POINT (80.957422 26.841777),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0474,Uttar Pradesh,Varanasi,Varanasi Settlement 0474,Varanasi,25.299985,82.990221,EPSG:4326,15831,7618,8213,3652,4077.7,2021,1762,Village,7027.8,0,1151.6,707,POINT (82.990221 25.299985),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0475,Bihar,Patna,Patna Settlement 0475,Patna,25.596295,85.148722,EPSG:4326,131458,63093,68365,35715,23658.9,16802,14062,Town,5196.1,0,1138.4,9173,POINT (85.148722 25.596295),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0476,West Bengal,Kolkata,Kolkata Settlement 0476,Kolkata,22.554731,88.373768,EPSG:4326,9163,4784,4379,2362,2369.0,1944,1054,Village,7364.5,0,138.2,597,POINT (88.373768 22.554731),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0477,Assam,Guwahati,Guwahati Settlement 0477,Guwahati,26.170887,91.745819,EPSG:4326,11115,5756,5359,2725,3418.2,2313,902,Village,2481.2,0,966.2,350,POINT (91.745819 26.170887),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0478,Odisha,Bhubaneswar,Bhubaneswar Settlement 0478,Bhubaneswar,20.275237,85.837718,EPSG:4326,14152,6813,7339,2877,1254.9,2553,1001,Village,710.3,1,726.2,4232,POINT (85.837718 20.275237),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0479,Jharkhand,Ranchi,Ranchi Settlement 0479,Ranchi,23.3246,85.319089,EPSG:4326,10363,5425,4938,3225,2387.4,1996,916,Village,4291.0,0,632.4,409,POINT (85.319089 23.324600),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0480,Madhya Pradesh,Bhopal,Bhopal Settlement 0480,Bhopal,23.246758,77.418769,EPSG:4326,23578,11285,12293,5058,29259.6,4238,1457,Village,7723.1,0,45.4,306,POINT (77.418769 23.246758),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0481,Madhya Pradesh,Indore,Indore Settlement 0481,Indore,22.696462,75.883595,EPSG:4326,78609,41469,37140,15781,7116.9,9654,6079,City,1377.8,1,956.0,49044,POINT (75.883595 22.696462),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0482,Chhattisgarh,Raipur,Raipur Settlement 0482,Raipur,21.228396,81.632169,EPSG:4326,20536,10445,10091,5893,2141.7,4489,2389,Village,1071.4,1,242.7,6528,POINT (81.632169 21.228396),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0483,Telangana,Hyderabad,Hyderabad Settlement 0483,Hyderabad,17.368447,78.515202,EPSG:4326,18697,9125,9572,5301,3202.3,3249,1197,Village,940.5,1,503.3,10367,POINT (78.515202 17.368447),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0484,Karnataka,Bengaluru,Bengaluru Settlement 0484,Bengaluru,12.943229,77.599062,EPSG:4326,31973,16729,15244,6477,57919.5,4317,3823,City,4226.0,0,1071.7,1402,POINT (77.599062 12.943229),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0485,Karnataka,Mysuru,Mysuru Settlement 0485,Mysuru,12.323547,76.662875,EPSG:4326,21445,10480,10965,5937,2426.2,3656,2045,Village,6852.5,0,914.6,968,POINT (76.662875 12.323547),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0486,Tamil Nadu,Chennai,Chennai Settlement 0486,Chennai,13.064265,80.284363,EPSG:4326,102091,53635,48456,29075,14473.6,17857,6568,Town,6781.6,0,885.6,1381,POINT (80.284363 13.064265),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0487,Tamil Nadu,Coimbatore,Coimbatore Settlement 0487,Coimbatore,11.042697,76.950953,EPSG:4326,140344,67591,72753,31557,89927.0,20478,17478,Urban Fringe,4123.5,0,417.7,11186,POINT (76.950953 11.042697),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0488,Kerala,Kochi,Kochi Settlement 0488,Kochi,9.922532,76.279193,EPSG:4326,24073,11363,12710,4956,4235.2,4427,2247,Village,6069.8,0,261.6,1553,POINT (76.279193 9.922532),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0489,Kerala,Thiruvananthapuram,Thiruvananthapuram Settlement 0489,Thiruvananthapuram,8.515095,76.913791,EPSG:4326,126695,63296,63399,28282,43742.7,19780,12893,Urban Fringe,2884.8,0,204.8,589,POINT (76.913791 8.515095),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0490,Andhra Pradesh,Vijayawada,Vijayawada Settlement 0490,Vijayawada,16.521021,80.656028,EPSG:4326,3799,1871,1928,981,500.4,754,317,Village,1457.4,1,406.4,283,POINT (80.656028 16.521021),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0491,Andhra Pradesh,Visakhapatnam,Visakhapatnam Settlement 0491,Visakhapatnam,17.699317,83.207329,EPSG:4326,3600,1811,1789,1039,2027.7,462,409,Village,7716.1,0,1103.8,2,POINT (83.207329 17.699317),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0492,Jammu and Kashmir,Srinagar,Srinagar Settlement 0492,Srinagar,34.087418,74.803499,EPSG:4326,4464,2312,2152,1238,424.9,623,346,Village,2186.5,0,189.5,97,POINT (74.803499 34.087418),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0493,Himachal Pradesh,Shimla,Shimla Settlement 0493,Shimla,31.106266,77.193917,EPSG:4326,117731,61921,55810,26476,11953.1,21785,14374,Town,4387.0,0,852.1,7353,POINT (77.193917 31.106266),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0494,Uttarakhand,Dehradun,Dehradun Settlement 0494,Dehradun,30.293866,78.051548,EPSG:4326,52659,26343,26316,11539,5580.3,8975,6191,Urban Fringe,6618.7,0,893.5,2187,POINT (78.051548 30.293866),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0495,Bihar,Gaya,Gaya Settlement 0495,Gaya,24.786728,85.01522,EPSG:4326,4046,2041,2005,958,339.3,775,327,Village,6232.2,0,835.5,165,POINT (85.015220 24.786728),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0496,Uttar Pradesh,Agra,Agra Settlement 0496,Agra,27.165442,78.014796,EPSG:4326,124795,60877,63918,29043,24276.2,18379,13658,City,5261.4,0,78.2,3978,POINT (78.014796 27.165442),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0497,Delhi,Delhi,Delhi Settlement 0497,Delhi,28.593214,77.219983,EPSG:4326,64189,33995,30194,14408,10291.7,13553,4279,Town,4830.5,0,912.0,3231,POINT (77.219983 28.593214),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0498,Maharashtra,Mumbai,Mumbai Settlement 0498,Mumbai,19.049045,72.900917,EPSG:4326,20320,10549,9771,4234,13513.8,3761,1845,Village,5100.3,0,443.4,402,POINT (72.900917 19.049045),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0499,Maharashtra,Pune,Pune Settlement 0499,Pune,18.544027,73.873923,EPSG:4326,6645,3397,3248,1680,1254.1,1397,538,Village,2176.3,0,704.8,173,POINT (73.873923 18.544027),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0500,Maharashtra,Nagpur,Nagpur Settlement 0500,Nagpur,21.132684,79.101003,EPSG:4326,46434,24190,22244,10689,4577.0,6051,3768,Town,5878.8,0,63.7,2258,POINT (79.101003 21.132684),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0501,Gujarat,Ahmedabad,Ahmedabad Settlement 0501,Ahmedabad,23.03172,72.561663,EPSG:4326,147587,74970,72617,32465,29349.8,21767,13661,Town,1967.6,0,317.8,6686,POINT (72.561663 23.031720),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0502,Gujarat,Surat,Surat Settlement 0502,Surat,21.191207,72.804149,EPSG:4326,146461,70018,76443,44690,50432.7,30607,14948,City,4476.7,0,436.1,6134,POINT (72.804149 21.191207),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0503,Rajasthan,Jaipur,Jaipur Settlement 0503,Jaipur,26.935145,75.760229,EPSG:4326,3993,1949,2044,981,6584.6,620,323,Village,7555.5,0,786.9,156,POINT (75.760229 26.935145),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0504,Uttar Pradesh,Lucknow,Lucknow Settlement 0504,Lucknow,26.86691,80.945173,EPSG:4326,13124,6448,6676,2659,1424.8,2566,969,Village,2278.7,0,1146.6,566,POINT (80.945173 26.866910),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0505,Uttar Pradesh,Varanasi,Varanasi Settlement 0505,Varanasi,25.321695,82.992526,EPSG:4326,80710,42720,37990,17507,32650.4,12059,6253,Town,4631.6,0,751.3,2214,POINT (82.992526 25.321695),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0506,Bihar,Patna,Patna Settlement 0506,Patna,25.615852,85.116691,EPSG:4326,59875,28747,31128,18430,7349.7,9056,4079,Urban Fringe,4576.7,0,33.8,1495,POINT (85.116691 25.615852),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0507,West Bengal,Kolkata,Kolkata Settlement 0507,Kolkata,22.595726,88.390229,EPSG:4326,38522,18535,19987,9601,7120.8,7261,3889,Town,3687.0,0,1013.7,147,POINT (88.390229 22.595726),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0508,Assam,Guwahati,Guwahati Settlement 0508,Guwahati,26.154011,91.719045,EPSG:4326,58910,28579,30331,17715,5581.5,10173,4750,Town,3885.0,0,233.4,3834,POINT (91.719045 26.154011),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0509,Odisha,Bhubaneswar,Bhubaneswar Settlement 0509,Bhubaneswar,20.293367,85.831008,EPSG:4326,125423,60977,64446,37888,18473.4,20945,14973,City,2204.7,0,470.5,1605,POINT (85.831008 20.293367),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0510,Jharkhand,Ranchi,Ranchi Settlement 0510,Ranchi,23.361163,85.325767,EPSG:4326,17590,9142,8448,4463,1644.1,2656,1425,Village,1031.3,1,598.0,1690,POINT (85.325767 23.361163),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0511,Madhya Pradesh,Bhopal,Bhopal Settlement 0511,Bhopal,23.277999,77.439961,EPSG:4326,835,394,441,211,119.7,165,106,Village,2908.2,0,836.6,39,POINT (77.439961 23.277999),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0512,Madhya Pradesh,Indore,Indore Settlement 0512,Indore,22.741611,75.861827,EPSG:4326,3686,1892,1794,1071,472.1,661,401,Village,152.7,1,1144.2,1831,POINT (75.861827 22.741611),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0513,Chhattisgarh,Raipur,Raipur Settlement 0513,Raipur,21.258278,81.628106,EPSG:4326,62426,32733,29693,15885,6373.5,12162,5825,Town,4983.6,0,331.7,2969,POINT (81.628106 21.258278),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0514,Telangana,Hyderabad,Hyderabad Settlement 0514,Hyderabad,17.407996,78.499009,EPSG:4326,4277,2247,2030,864,728.9,583,307,Village,3659.9,0,632.4,171,POINT (78.499009 17.407996),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0515,Karnataka,Bengaluru,Bengaluru Settlement 0515,Bengaluru,12.969047,77.567593,EPSG:4326,7388,3770,3618,1771,4025.0,1084,620,Village,5808.6,0,264.0,400,POINT (77.567593 12.969047),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0516,Karnataka,Mysuru,Mysuru Settlement 0516,Mysuru,12.267592,76.65646,EPSG:4326,20095,10550,9545,5469,7624.2,3118,1905,Village,4615.0,0,621.9,1422,POINT (76.656460 12.267592),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0517,Tamil Nadu,Chennai,Chennai Settlement 0517,Chennai,13.112585,80.26658,EPSG:4326,15429,7707,7722,3181,2881.2,2713,1207,Village,621.9,1,48.6,5707,POINT (80.266580 13.112585),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0518,Tamil Nadu,Coimbatore,Coimbatore Settlement 0518,Coimbatore,11.006359,76.938161,EPSG:4326,61343,31853,29490,16469,8695.6,12501,4494,City,760.6,1,803.3,43604,POINT (76.938161 11.006359),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0519,Kerala,Kochi,Kochi Settlement 0519,Kochi,9.921936,76.257689,EPSG:4326,72409,36230,36179,17666,14841.1,13173,5211,City,3430.5,0,812.0,3613,POINT (76.257689 9.921936),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0520,Kerala,Thiruvananthapuram,Thiruvananthapuram Settlement 0520,Thiruvananthapuram,8.505119,76.956903,EPSG:4326,136254,66524,69730,33190,33027.0,27918,16846,Urban Fringe,7663.0,0,258.9,3611,POINT (76.956903 8.505119),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0521,Andhra Pradesh,Vijayawada,Vijayawada Settlement 0521,Vijayawada,16.519055,80.666678,EPSG:4326,14553,7442,7111,4232,2819.3,1888,1820,Village,3648.7,0,172.1,627,POINT (80.666678 16.519055),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0522,Andhra Pradesh,Visakhapatnam,Visakhapatnam Settlement 0522,Visakhapatnam,17.697189,83.224181,EPSG:4326,16144,7905,8239,4428,9555.1,3049,1892,Village,1320.2,1,1099.9,11245,POINT (83.224181 17.697189),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0523,Jammu and Kashmir,Srinagar,Srinagar Settlement 0523,Srinagar,34.066154,74.789104,EPSG:4326,22570,11030,11540,4682,7135.4,4704,2360,Village,1059.7,1,741.1,9033,POINT (74.789104 34.066154),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0524,Himachal Pradesh,Shimla,Shimla Settlement 0524,Shimla,31.109504,77.187152,EPSG:4326,114484,59612,54872,24530,47910.4,20688,11519,City,1806.4,0,54.7,2253,POINT (77.187152 31.109504),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0525,Uttarakhand,Dehradun,Dehradun Settlement 0525,Dehradun,30.324828,78.045137,EPSG:4326,86996,42966,44030,20444,19165.7,14717,6219,Town,5058.7,0,229.5,5309,POINT (78.045137 30.324828),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0526,Bihar,Gaya,Gaya Settlement 0526,Gaya,24.802172,84.987834,EPSG:4326,123217,63800,59417,26213,20633.9,18339,8955,Town,1318.0,1,277.3,33181,POINT (84.987834 24.802172),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0527,Uttar Pradesh,Agra,Agra Settlement 0527,Agra,27.178798,77.996477,EPSG:4326,23075,11447,11628,6140,9304.3,4281,1539,Village,2609.4,0,65.2,1097,POINT (77.996477 27.178798),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0528,Delhi,Delhi,Delhi Settlement 0528,Delhi,28.60322,77.203468,EPSG:4326,20183,10442,9741,5316,1814.4,2744,1979,Village,6719.1,0,76.3,234,POINT (77.203468 28.603220),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0529,Maharashtra,Mumbai,Mumbai Settlement 0529,Mumbai,19.052846,72.891138,EPSG:4326,83929,40201,43728,21235,28965.2,14999,9414,Town,6777.4,0,1192.6,2776,POINT (72.891138 19.052846),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0530,Maharashtra,Pune,Pune Settlement 0530,Pune,18.523629,73.886057,EPSG:4326,100397,51691,48706,22301,9179.5,13562,6953,Town,533.9,1,109.6,53265,POINT (73.886057 18.523629),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0531,Maharashtra,Nagpur,Nagpur Settlement 0531,Nagpur,21.139965,79.080307,EPSG:4326,104414,50740,53674,21807,21773.2,15761,7295,Urban Fringe,4113.6,0,154.5,4414,POINT (79.080307 21.139965),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0532,Gujarat,Ahmedabad,Ahmedabad Settlement 0532,Ahmedabad,22.993674,72.594215,EPSG:4326,12009,5650,6359,2910,4414.1,2602,1279,Village,171.6,1,1029.0,1187,POINT (72.594215 22.993674),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0533,Gujarat,Surat,Surat Settlement 0533,Surat,21.172519,72.831215,EPSG:4326,21711,10701,11010,4407,5161.7,2699,1350,Village,6338.1,0,359.8,48,POINT (72.831215 21.172519),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0534,Rajasthan,Jaipur,Jaipur Settlement 0534,Jaipur,26.893648,75.790792,EPSG:4326,11452,5389,6063,2886,2147.5,1714,1305,Village,3541.9,0,305.0,42,POINT (75.790792 26.893648),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0535,Uttar Pradesh,Lucknow,Lucknow Settlement 0535,Lucknow,26.859786,80.959181,EPSG:4326,39503,20461,19042,10892,9505.8,8392,4706,City,3227.7,0,1139.6,1181,POINT (80.959181 26.859786),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0536,Uttar Pradesh,Varanasi,Varanasi Settlement 0536,Varanasi,25.293046,82.945825,EPSG:4326,19156,9787,9369,4002,9989.2,3111,1973,Village,2632.0,0,474.2,72,POINT (82.945825 25.293046),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0537,Bihar,Patna,Patna Settlement 0537,Patna,25.586291,85.126467,EPSG:4326,4928,2601,2327,1171,7776.3,679,448,Village,7271.3,0,7.3,182,POINT (85.126467 25.586291),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0538,West Bengal,Kolkata,Kolkata Settlement 0538,Kolkata,22.573887,88.374824,EPSG:4326,9346,4413,4933,2033,869.9,2014,1040,Village,6816.7,0,301.7,464,POINT (88.374824 22.573887),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0539,Assam,Guwahati,Guwahati Settlement 0539,Guwahati,26.167691,91.761764,EPSG:4326,108727,52096,56631,28412,10793.9,13991,9036,Town,5678.9,0,967.0,4210,POINT (91.761764 26.167691),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0540,Odisha,Bhubaneswar,Bhubaneswar Settlement 0540,Bhubaneswar,20.302936,85.81777,EPSG:4326,10466,5268,5198,2135,3894.3,1908,1304,Village,5233.9,0,629.5,772,POINT (85.817770 20.302936),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0541,Jharkhand,Ranchi,Ranchi Settlement 0541,Ranchi,23.372481,85.312789,EPSG:4326,14897,7405,7492,3056,2543.2,2678,1500,City,2759.0,0,148.4,549,POINT (85.312789 23.372481),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0542,Madhya Pradesh,Bhopal,Bhopal Settlement 0542,Bhopal,23.28224,77.439815,EPSG:4326,43248,21086,22162,8993,3877.1,9006,2812,City,5956.4,0,869.8,50,POINT (77.439815 23.282240),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0543,Madhya Pradesh,Indore,Indore Settlement 0543,Indore,22.702287,75.879557,EPSG:4326,15186,8023,7163,4155,1777.3,2477,1383,Village,139.5,1,416.3,6838,POINT (75.879557 22.702287),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0544,Chhattisgarh,Raipur,Raipur Settlement 0544,Raipur,21.255353,81.630817,EPSG:4326,112121,57721,54400,22515,19038.6,20657,11439,Urban Fringe,631.4,1,453.0,27553,POINT (81.630817 21.255353),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0545,Telangana,Hyderabad,Hyderabad Settlement 0545,Hyderabad,17.408615,78.516567,EPSG:4326,8660,4250,4410,2047,743.9,1415,828,Village,2799.2,0,455.2,556,POINT (78.516567 17.408615),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0546,Karnataka,Bengaluru,Bengaluru Settlement 0546,Bengaluru,12.957284,77.584789,EPSG:4326,27157,13723,13434,7572,2565.8,3352,2758,Urban Fringe,2289.7,0,620.1,1700,POINT (77.584789 12.957284),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0547,Karnataka,Mysuru,Mysuru Settlement 0547,Mysuru,12.305139,76.625489,EPSG:4326,3468,1744,1724,952,2201.0,429,256,Village,524.9,1,109.2,2177,POINT (76.625489 12.305139),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0548,Tamil Nadu,Chennai,Chennai Settlement 0548,Chennai,13.06591,80.249996,EPSG:4326,11270,5334,5936,3316,1430.4,1365,1310,Village,4489.5,0,120.9,308,POINT (80.249996 13.065910),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0549,Tamil Nadu,Coimbatore,Coimbatore Settlement 0549,Coimbatore,11.031169,76.938216,EPSG:4326,97546,50433,47113,26398,8439.6,19870,6439,City,4377.7,0,200.6,4113,POINT (76.938216 11.031169),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0550,Kerala,Kochi,Kochi Settlement 0550,Kochi,9.932627,76.24461,EPSG:4326,17182,8338,8844,3953,2244.4,2069,2210,Urban Fringe,1272.2,1,1109.4,9473,POINT (76.244610 9.932627),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0551,Kerala,Thiruvananthapuram,Thiruvananthapuram Settlement 0551,Thiruvananthapuram,8.527925,76.921963,EPSG:4326,24753,12715,12038,6916,3473.0,3388,2206,Village,5102.6,0,610.8,1896,POINT (76.921963 8.527925),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0552,Andhra Pradesh,Vijayawada,Vijayawada Settlement 0552,Vijayawada,16.530151,80.619475,EPSG:4326,22383,11220,11163,6100,2665.1,3003,1996,Urban Fringe,7457.5,0,370.6,295,POINT (80.619475 16.530151),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0553,Andhra Pradesh,Visakhapatnam,Visakhapatnam Settlement 0553,Visakhapatnam,17.677602,83.223194,EPSG:4326,14883,7681,7202,4149,24417.1,2808,1169,Village,6758.7,0,337.5,973,POINT (83.223194 17.677602),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0554,Jammu and Kashmir,Srinagar,Srinagar Settlement 0554,Srinagar,34.066065,74.780769,EPSG:4326,15512,8129,7383,4158,1825.3,3286,1381,Village,545.9,1,1141.2,4720,POINT (74.780769 34.066065),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0555,Himachal Pradesh,Shimla,Shimla Settlement 0555,Shimla,31.079549,77.160198,EPSG:4326,13354,6699,6655,4098,2972.7,1831,1204,Village,7248.1,0,360.7,1056,POINT (77.160198 31.079549),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
IN-POP-0556,Uttarakhand,Dehradun,Dehradun Settlement 0556,Dehradun,30.315861,78.047254,EPSG:4326,88436,43749,44687,18529,8407.4,14793,7546,City,1673.5,1,337.5,62900,POINT (78.047254 30.315861),SYNTHETIC_PROTOTYPE,SYNTHETIC_PROTOTYPE
