river_id,river_name,river_basin,state,district,reach_id,latitude,longitude,crs,chainage_km,river_width_m,bankfull_width_m,left_bank_elevation_m,right_bank_elevation_m,bed_elevation_m,thalweg_elevation_m,mean_depth_m,maximum_depth_m,bed_slope,cross_section_area_m2,wetted_perimeter_m,manning_n,bank_material,flow_direction_deg,upstream_dam_id,cross_section_wkt,measurement_timestamp,data_source,data_status
IN-R17,Tamiraparani,Tamiraparani Basin,Tamil Nadu,Tirunelveli,IN-17-06,8.707,77.34625,EPSG:4326,7.5,99.89,117.87,105.56,103.58,97.63,95.12,7.31,10.44,0.001266,740.19,120.78,0.041,Alluvium,297.71,D011,"LINESTRING(77.34125 8.705,77.34625 8.707,77.35125 8.709000000000001)",2026-08-07 06:00:00,Indian river/dam anchor + synthetic prototype cross-section,SYNTHETIC_PROTOTYPE
IN-R17,Tamiraparani,Tamiraparani Basin,Tamil Nadu,Tirunelveli,IN-17-07,8.709,77.34875,EPSG:4326,9.0,122.94,145.07,150.58,149.16,146.16,145.22,3.75,5.36,0.00316,551.39,133.67,0.034,Sand,9.04,D011,"LINESTRING(77.34375 8.707,77.34875 8.709000000000001,77.35374999999999 8.711000000000002)",2026-08-08 06:00:00,Indian river/dam anchor + synthetic prototype cross-section,SYNTHETIC_PROTOTYPE
IN-R17,Tamiraparani,Tamiraparani Basin,Tamil Nadu,Tirunelveli,IN-17-08,8.711,77.35125,EPSG:4326,10.5,158.71,187.28,132.69,129.86,128.25,124.51,5.72,8.18,0.001792,1138.87,175.07,0.032,Alluvium,83.0,D011,"LINESTRING(77.34625 8.709,77.35125 8.711,77.35624999999999 8.713000000000001)",2026-08-09 06:00:00,Indian river/dam anchor + synthetic prototype cross-section,SYNTHETIC_PROTOTYPE
IN-R17,Tamiraparani,Tamiraparani Basin,Tamil Nadu,Tirunelveli,IN-17-09,8.713,77.35375,EPSG:4326,12.0,143.36,169.17,73.69,65.08,59.54,58.83,10.4,14.86,0.000405,1398.78,173.08,0.026,Gravel,331.29,D011,"LINESTRING(77.34875 8.711,77.35374999999999 8.713000000000001,77.35874999999999 8.715000000000002)",2026-08-10 06:00:00,Indian river/dam anchor + synthetic prototype cross-section,SYNTHETIC_PROTOTYPE
IN-R17,Tamiraparani,Tamiraparani Basin,Tamil Nadu,Tirunelveli,IN-17-10,8.715,77.35625,EPSG:4326,13.5,69.4,81.89,120.65,114.22,105.95,102.23,12.9,18.42,0.002388,891.24,106.24,0.038,Alluvium,63.53,D011,"LINESTRING(77.35125 8.713000000000001,77.35624999999999 8.715000000000002,77.36124999999998 8.717000000000002)",2026-08-11 06:00:00,Indian river/dam anchor + synthetic prototype cross-section,SYNTHETIC_PROTOTYPE
IN-R17,Tamiraparani,Tamiraparani Basin,Tamil Nadu,Tirunelveli,IN-17-11,8.717,77.35875,EPSG:4326,15.0,115.46,136.25,205.43,201.62,193.56,191.48,9.76,13.95,0.00174,1028.73,143.36,0.027,Silt,90.55,D011,"LINESTRING(77.35375 8.715,77.35875 8.717,77.36375 8.719000000000001)",2026-08-12 06:00:00,Indian river/dam anchor + synthetic prototype cross-section,SYNTHETIC_PROTOTYPE
IN-R17,Tamiraparani,Tamiraparani Basin,Tamil Nadu,Tirunelveli,IN-17-12,8.719,77.36125,EPSG:4326,16.5,127.66,150.64,142.16,153.44,130.21,126.66,10.85,15.5,0.001715,1340.33,158.66,0.043,Silt,122.03,D011,"LINESTRING(77.35625 8.717,77.36125 8.719000000000001,77.36625 8.721000000000002)",2026-08-13 06:00:00,Indian river/dam anchor + synthetic prototype cross-section,SYNTHETIC_PROTOTYPE
IN-R17,Tamiraparani,Tamiraparani Basin,Tamil Nadu,Tirunelveli,IN-17-13,8.721,77.36375,EPSG:4326,18.0,30.0,35.4,112.39,118.56,108.64,107.76,3.24,4.63,0.002306,124.38,39.25,0.032,Silt,327.54,D011,"LINESTRING(77.35875 8.719,77.36375 8.721,77.36874999999999 8.723)",2026-08-14 06:00:00,Indian river/dam anchor + synthetic prototype cross-section,SYNTHETIC_PROTOTYPE
IN-R17,Tamiraparani,Tamiraparani Basin,Tamil Nadu,Tirunelveli,IN-17-14,8.723,77.36625,EPSG:4326,19.5,111.96,132.11,133.67,131.65,120.68,118.7,10.48,14.97,0.003308,1352.68,141.89,0.039,Gravel,101.12,D011,"LINESTRING(77.36125 8.721,77.36625 8.723,77.37124999999999 8.725000000000001)",2026-08-15 06:00:00,Indian river/dam anchor + synthetic prototype cross-section,SYNTHETIC_PROTOTYPE
IN-R18,Periyar,Periyar Basin,Kerala,Idukki,IN-18-01,9.847,76.95375,EPSG:4326,0.0,150.29,177.34,90.5,87.81,83.79,81.05,6.62,9.46,0.001408,956.61,169.2,0.032,Silt,268.27,D025,"LINESTRING(76.94875 9.844999999999999,76.95375 9.847,76.95875 9.849)",2026-08-02 06:00:00,Indian river/dam anchor + synthetic prototype cross-section,SYNTHETIC_PROTOTYPE
IN-R18,Periyar,Periyar Basin,Kerala,Idukki,IN-18-02,9.849,76.95625,EPSG:4326,1.5,63.02,74.37,149.26,145.31,135.3,132.71,11.59,16.55,0.001615,922.05,96.13,0.029,Gravel,231.97,D025,"LINESTRING(76.95125 9.847,76.95625 9.849,76.96124999999999 9.851)",2026-08-03 06:00:00,Indian river/dam anchor + synthetic prototype cross-section,SYNTHETIC_PROTOTYPE
IN-R18,Periyar,Periyar Basin,Kerala,Idukki,IN-18-03,9.851,76.95875,EPSG:4326,3.0,65.64,77.46,128.93,130.8,116.86,114.46,10.13,14.47,0.001998,731.02,94.58,0.044,Clay,180.33,D025,"LINESTRING(76.95375 9.848999999999998,76.95875 9.850999999999999,76.96374999999999 9.853)",2026-08-04 06:00:00,Indian river/dam anchor + synthetic prototype cross-section,SYNTHETIC_PROTOTYPE
IN-R18,Periyar,Periyar Basin,Kerala,Idukki,IN-18-04,9.853,76.96125,EPSG:4326,4.5,115.36,136.12,144.88,145.63,133.48,132.71,8.52,12.17,0.000323,897.21,139.7,0.034,Gravel,204.36,D025,"LINESTRING(76.95625 9.850999999999999,76.96124999999999 9.853,76.96624999999999 9.855)",2026-08-05 06:00:00,Indian river/dam anchor + synthetic prototype cross-section,SYNTHETIC_PROTOTYPE
IN-R18,Periyar,Periyar Basin,Kerala,Idukki,IN-18-05,9.855,76.96375,EPSG:4326,6.0,79.58,93.9,129.24,128.25,124.37,121.11,5.69,8.13,0.003412,515.14,95.84,0.043,Alluvium,218.93,D025,"LINESTRING(76.95875000000001 9.852999999999998,76.96375 9.854999999999999,76.96875 9.857)",2026-08-06 06:00:00,Indian river/dam anchor + synthetic prototype cross-section,SYNTHETIC_PROTOTYPE
IN-R18,Periyar,Periyar Basin,Kerala,Idukki,IN-18-06,9.857,76.96625,EPSG:4326,7.5,132.23,156.03,142.81,151.2,136.44,135.72,4.96,7.09,0.000277,737.14,146.41,0.038,Gravel,346.71,D025,"LINESTRING(76.96125 9.854999999999999,76.96625 9.857,76.97125 9.859)",2026-08-07 06:00:00,Indian river/dam anchor + synthetic prototype cross-section,SYNTHETIC_PROTOTYPE
IN-R18,Periyar,Periyar Basin,Kerala,Idukki,IN-18-07,9.859,76.96875,EPSG:4326,9.0,123.27,145.45,145.64,145.9,138.37,137.48,5.71,8.15,0.000197,679.68,139.58,0.035,Alluvium,263.4,D025,"LINESTRING(76.96375 9.857,76.96875 9.859,76.97375 9.861)",2026-08-08 06:00:00,Indian river/dam anchor + synthetic prototype cross-section,SYNTHETIC_PROTOTYPE
IN-R18,Periyar,Periyar Basin,Kerala,Idukki,IN-18-08,9.861,76.97125,EPSG:4326,10.5,156.85,185.08,157.64,155.1,145.52,142.98,10.26,14.66,0.003084,1392.07,186.17,0.037,Clay,335.98,D025,"LINESTRING(76.96625 9.858999999999998,76.97125 9.860999999999999,76.97625 9.863)",2026-08-09 06:00:00,Indian river/dam anchor + synthetic prototype cross-section,SYNTHETIC_PROTOTYPE
IN-R18,Periyar,Periyar Basin,Kerala,Idukki,IN-18-09,9.863,76.97375,EPSG:4326,12.0,140.53,165.82,136.55,134.89,132.77,130.06,4.54,6.49,0.002177,635.57,153.5,0.033,Alluvium,308.49,D025,"LINESTRING(76.96875 9.860999999999999,76.97375 9.863,76.97874999999999 9.865)",2026-08-10 06:00:00,Indian river/dam anchor + synthetic prototype cross-section,SYNTHETIC_PROTOTYPE
IN-R18,Periyar,Periyar Basin,Kerala,Idukki,IN-18-10,9.865,76.97625,EPSG:4326,13.5,154.48,182.28,127.86,122.94,115.67,113.58,10.0,14.28,0.003677,1787.62,183.05,0.042,Alluvium,215.14,D025,"LINESTRING(76.97125 9.863,76.97625 9.865,76.98124999999999 9.867)",2026-08-11 06:00:00,Indian river/dam anchor + synthetic prototype cross-section,SYNTHETIC_PROTOTYPE
IN-R18,Periyar,Periyar Basin,Kerala,Idukki,IN-18-11,9.867,76.97875,EPSG:4326,15.0,131.35,154.99,124.47,118.86,118.49,116.51,5.58,7.97,0.001366,819.04,147.28,0.042,Alluvium,341.9,D025,"LINESTRING(76.97375000000001 9.864999999999998,76.97875 9.866999999999999,76.98375 9.869)",2026-08-12 06:00:00,Indian river/dam anchor + synthetic prototype cross-section,SYNTHETIC_PROTOTYPE
IN-R18,Periyar,Periyar Basin,Kerala,Idukki,IN-18-12,9.869,76.98125,EPSG:4326,16.5,87.37,103.09,182.84,183.54,177.79,175.48,5.15,7.36,0.001942,559.84,102.09,0.036,Silt,342.28,D025,"LINESTRING(76.97625000000001 9.866999999999999,76.98125 9.869,76.98625 9.871)",2026-08-13 06:00:00,Indian river/dam anchor + synthetic prototype cross-section,SYNTHETIC_PROTOTYPE
IN-R18,Periyar,Periyar Basin,Kerala,Idukki,IN-18-13,9.871,76.98375,EPSG:4326,18.0,170.13,200.76,180.44,179.55,169.44,167.62,8.98,12.83,0.003882,1876.44,195.79,0.033,Gravel,264.99,D025,"LINESTRING(76.97875 9.868999999999998,76.98375 9.870999999999999,76.98875 9.873)",2026-08-14 06:00:00,Indian river/dam anchor + synthetic prototype cross-section,SYNTHETIC_PROTOTYPE
IN-R18,Periyar,Periyar Basin,Kerala,Idukki,IN-18-14,9.873,76.98625,EPSG:4326,19.5,104.14,122.89,200.03,199.34,188.92,186.87,9.21,13.15,0.002559,991.06,130.44,0.031,Silt,222.95,D025,"LINESTRING(76.98125 9.870999999999999,76.98625 9.873,76.99125 9.875)",2026-08-15 06:00:00,Indian river/dam anchor + synthetic prototype cross-section,SYNTHETIC_PROTOTYPE
IN-R19,Pamba,Pamba Basin,Kerala,Pathanamthitta,IN-19-01,9.357,76.90375,EPSG:4326,0.0,68.35,80.65,138.1,140.84,133.43,130.48,5.33,7.62,0.00299,423.94,83.58,0.026,Sand,93.6,D026,"LINESTRING(76.89875 9.354999999999999,76.90375 9.357,76.90875 9.359)",2026-08-02 06:00:00,Indian river/dam anchor + synthetic prototype cross-section,SYNTHETIC_PROTOTYPE
IN-R19,Pamba,Pamba Basin,Kerala,Pathanamthitta,IN-19-02,9.359,76.90625,EPSG:4326,1.5,89.78,105.94,179.88,185.38,168.26,165.53,10.04,14.35,0.001606,1129.47,118.47,0.027,Gravel,105.0,D026,"LINESTRING(76.90125 9.357,76.90625 9.359,76.91125 9.361)",2026-08-03 06:00:00,Indian river/dam anchor + synthetic prototype cross-section,SYNTHETIC_PROTOTYPE
IN-R19,Pamba,Pamba Basin,Kerala,Pathanamthitta,IN-19-03,9.361,76.90875,EPSG:4326,3.0,78.13,92.19,98.0,99.13,89.24,87.82,7.13,10.18,0.00271,586.09,98.49,0.028,Gravel,85.28,D026,"LINESTRING(76.90375 9.358999999999998,76.90875 9.360999999999999,76.91375 9.363)",2026-08-04 06:00:00,Indian river/dam anchor + synthetic prototype cross-section,SYNTHETIC_PROTOTYPE
IN-R19,Pamba,Pamba Basin,Kerala,Pathanamthitta,IN-19-04,9.363,76.91125,EPSG:4326,4.5,116.65,137.64,133.14,129.77,123.95,122.25,7.62,10.89,0.000186,1087.62,138.42,0.03,Silt,112.62,D026,"LINESTRING(76.90625 9.360999999999999,76.91125 9.363,76.91624999999999 9.365)",2026-08-05 06:00:00,Indian river/dam anchor + synthetic prototype cross-section,SYNTHETIC_PROTOTYPE
IN-R19,Pamba,Pamba Basin,Kerala,Pathanamthitta,IN-19-05,9.365,76.91375,EPSG:4326,6.0,84.71,99.96,188.79,186.81,178.46,175.37,9.39,13.42,0.001171,776.21,111.55,0.034,Sand,97.07,D026,"LINESTRING(76.90875000000001 9.362999999999998,76.91375000000001 9.364999999999998,76.91875 9.366999999999999)",2026-08-06 06:00:00,Indian river/dam anchor + synthetic prototype cross-section,SYNTHETIC_PROTOTYPE
IN-R19,Pamba,Pamba Basin,Kerala,Pathanamthitta,IN-19-06,9.367,76.91625,EPSG:4326,7.5,115.18,135.91,146.26,150.32,138.85,135.4,7.61,10.87,0.002979,1106.6,136.91,0.032,Sand,216.79,D026,"LINESTRING(76.91125000000001 9.364999999999998,76.91625 9.366999999999999,76.92125 9.369)",2026-08-07 06:00:00,Indian river/dam anchor + synthetic prototype cross-section,SYNTHETIC_PROTOTYPE
IN-R19,Pamba,Pamba Basin,Kerala,Pathanamthitta,IN-19-07,9.369,76.91875,EPSG:4326,9.0,126.61,149.4,98.05,100.75,93.56,91.35,4.69,6.7,0.00118,613.68,140.01,0.03,Silt,32.0,D026,"LINESTRING(76.91375000000001 9.366999999999999,76.91875 9.369,76.92375 9.371)",2026-08-08 06:00:00,Indian river/dam anchor + synthetic prototype cross-section,SYNTHETIC_PROTOTYPE
IN-R19,Pamba,Pamba Basin,Kerala,Pathanamthitta,IN-19-08,9.371,76.92125,EPSG:4326,10.5,122.5,144.55,166.73,169.92,161.64,159.78,4.86,6.95,0.00167,763.59,136.4,0.042,Alluvium,94.94,D026,"LINESTRING(76.91625 9.368999999999998,76.92125 9.370999999999999,76.92625 9.373)",2026-08-09 06:00:00,Indian river/dam anchor + synthetic prototype cross-section,SYNTHETIC_PROTOTYPE
IN-R19,Pamba,Pamba Basin,Kerala,Pathanamthitta,IN-19-09,9.373,76.92375,EPSG:4326,12.0,57.34,67.66,166.33,168.51,159.48,158.25,5.65,8.07,0.001024,305.25,73.49,0.036,Clay,251.35,D026,"LINESTRING(76.91875 9.370999999999999,76.92375 9.373,76.92875 9.375)",2026-08-10 06:00:00,Indian river/dam anchor + synthetic prototype cross-section,SYNTHETIC_PROTOTYPE
IN-R19,Pamba,Pamba Basin,Kerala,Pathanamthitta,IN-19-10,9.375,76.92625,EPSG:4326,13.5,94.57,111.6,142.47,148.83,138.14,134.33,5.7,8.14,0.002335,637.36,110.85,0.027,Silt,169.43,D026,"LINESTRING(76.92125 9.373,76.92625 9.375,76.93124999999999 9.377)",2026-08-11 06:00:00,Indian river/dam anchor + synthetic prototype cross-section,SYNTHETIC_PROTOTYPE
IN-R19,Pamba,Pamba Basin,Kerala,Pathanamthitta,IN-19-11,9.377,76.92875,EPSG:4326,15.0,127.94,150.97,104.52,107.66,93.63,92.72,8.25,11.79,0.000739,1099.03,151.52,0.037,Gravel,157.09,D026,"LINESTRING(76.92375000000001 9.374999999999998,76.92875000000001 9.376999999999999,76.93375 9.379)",2026-08-12 06:00:00,Indian river/dam anchor + synthetic prototype cross-section,SYNTHETIC_PROTOTYPE
IN-R19,Pamba,Pamba Basin,Kerala,Pathanamthitta,IN-19-12,9.379,76.93125,EPSG:4326,16.5,144.49,170.5,222.93,222.93,218.43,217.3,3.94,5.63,0.002617,528.19,155.76,0.034,Gravel,208.1,D026,"LINESTRING(76.92625000000001 9.376999999999999,76.93125 9.379,76.93625 9.381)",2026-08-13 06:00:00,Indian river/dam anchor + synthetic prototype cross-section,SYNTHETIC_PROTOTYPE
IN-R19,Pamba,Pamba Basin,Kerala,Pathanamthitta,IN-19-13,9.381,76.93375,EPSG:4326,18.0,55.68,65.7,82.72,86.48,73.48,69.92,8.96,12.8,0.002839,596.98,81.29,0.035,Gravel,245.85,D026,"LINESTRING(76.92875000000001 9.378999999999998,76.93375 9.380999999999998,76.93875 9.383)",2026-08-14 06:00:00,Indian river/dam anchor + synthetic prototype cross-section,SYNTHETIC_PROTOTYPE
IN-R19,Pamba,Pamba Basin,Kerala,Pathanamthitta,IN-19-14,9.383,76.93625,EPSG:4326,19.5,30.0,35.4,130.8,129.64,119.91,119.17,8.14,11.63,0.002206,262.38,53.26,0.03,Gravel,105.18,D026,"LINESTRING(76.93125 9.380999999999998,76.93625 9.383,76.94125 9.385)",2026-08-15 06:00:00,Indian river/dam anchor + synthetic prototype cross-section,SYNTHETIC_PROTOTYPE
IN-R20,Bharathapuzha,Bharathapuzha Basin,Kerala,Palakkad,IN-20-01,10.757,76.63375,EPSG:4326,0.0,175.16,206.69,168.28,167.56,154.1,151.11,12.02,17.17,0.003112,2306.56,209.5,0.03,Alluvium,214.62,D027,"LINESTRING(76.62875000000001 10.754999999999999,76.63375 10.757,76.63875 10.759)",2026-08-02 06:00:00,Indian river/dam anchor + synthetic prototype cross-section,SYNTHETIC_PROTOTYPE
IN-R20,Bharathapuzha,Bharathapuzha Basin,Kerala,Palakkad,IN-20-02,10.759,76.63625,EPSG:4326,1.5,90.27,106.52,158.2,150.69,154.15,151.14,4.94,7.06,0.003635,557.45,104.39,0.037,Clay,76.35,D027,"LINESTRING(76.63125000000001 10.757,76.63625 10.759,76.64125 10.761000000000001)",2026-08-03 06:00:00,Indian river/dam anchor + synthetic prototype cross-section,SYNTHETIC_PROTOTYPE
IN-R20,Bharathapuzha,Bharathapuzha Basin,Kerala,Palakkad,IN-20-03,10.761,76.63875,EPSG:4326,3.0,114.07,134.61,163.51,168.96,157.05,154.22,6.51,9.29,0.002447,675.27,132.66,0.04,Gravel,201.8,D027,"LINESTRING(76.63375 10.758999999999999,76.63875 10.761,76.64375 10.763)",2026-08-04 06:00:00,Indian river/dam anchor + synthetic prototype cross-section,SYNTHETIC_PROTOTYPE
IN-R20,Bharathapuzha,Bharathapuzha Basin,Kerala,Palakkad,IN-20-04,10.763,76.64125,EPSG:4326,4.5,82.65,97.52,126.53,130.63,121.65,117.81,6.11,8.72,0.000862,520.57,100.09,0.026,Alluvium,84.43,D027,"LINESTRING(76.63625 10.761,76.64125 10.763,76.64625 10.765)",2026-08-05 06:00:00,Indian river/dam anchor + synthetic prototype cross-section,SYNTHETIC_PROTOTYPE
IN-R20,Bharathapuzha,Bharathapuzha Basin,Kerala,Palakkad,IN-20-05,10.765,76.64375,EPSG:4326,6.0,103.72,122.39,183.86,186.83,169.86,168.01,11.09,15.85,0.000706,1247.43,135.41,0.03,Silt,245.83,D027,"LINESTRING(76.63875000000002 10.762999999999998,76.64375000000001 10.764999999999999,76.64875 10.767)",2026-08-06 06:00:00,Indian river/dam anchor + synthetic prototype cross-section,SYNTHETIC_PROTOTYPE
IN-R20,Bharathapuzha,Bharathapuzha Basin,Kerala,Palakkad,IN-20-06,10.767,76.64625,EPSG:4326,7.5,51.5,60.77,194.27,185.44,184.46,182.44,8.28,11.83,0.001794,467.86,75.17,0.034,Sand,109.66,D027,"LINESTRING(76.64125000000001 10.764999999999999,76.64625000000001 10.767,76.65125 10.769)",2026-08-07 06:00:00,Indian river/dam anchor + synthetic prototype cross-section,SYNTHETIC_PROTOTYPE
IN-R20,Bharathapuzha,Bharathapuzha Basin,Kerala,Palakkad,IN-20-07,10.769,76.64875,EPSG:4326,9.0,75.73,89.37,122.05,119.62,118.44,117.56,3.14,4.49,0.002087,244.86,84.72,0.031,Silt,129.66,D027,"LINESTRING(76.64375000000001 10.767,76.64875 10.769,76.65375 10.771)",2026-08-08 06:00:00,Indian river/dam anchor + synthetic prototype cross-section,SYNTHETIC_PROTOTYPE
IN-R20,Bharathapuzha,Bharathapuzha Basin,Kerala,Palakkad,IN-20-08,10.771,76.65125,EPSG:4326,10.5,162.8,192.11,165.7,170.51,156.59,155.05,7.46,10.65,0.001456,1254.79,184.11,0.029,Clay,128.51,D027,"LINESTRING(76.64625000000001 10.768999999999998,76.65125 10.770999999999999,76.65625 10.773)",2026-08-09 06:00:00,Indian river/dam anchor + synthetic prototype cross-section,SYNTHETIC_PROTOTYPE
IN-R20,Bharathapuzha,Bharathapuzha Basin,Kerala,Palakkad,IN-20-09,10.773,76.65375,EPSG:4326,12.0,99.16,117.01,195.35,201.23,186.51,185.03,7.22,10.32,0.0036,737.01,119.8,0.029,Sand,340.01,D027,"LINESTRING(76.64875 10.770999999999999,76.65375 10.773,76.65875 10.775)",2026-08-10 06:00:00,Indian river/dam anchor + synthetic prototype cross-section,SYNTHETIC_PROTOTYPE
IN-R20,Bharathapuzha,Bharathapuzha Basin,Kerala,Palakkad,IN-20-10,10.775,76.65625,EPSG:4326,13.5,92.84,109.55,126.93,128.83,123.74,121.28,3.95,5.64,0.000686,369.59,104.13,0.033,Silt,174.95,D027,"LINESTRING(76.65125 10.773,76.65625 10.775,76.66125 10.777000000000001)",2026-08-11 06:00:00,Indian river/dam anchor + synthetic prototype cross-section,SYNTHETIC_PROTOTYPE
IN-R20,Bharathapuzha,Bharathapuzha Basin,Kerala,Palakkad,IN-20-11,10.777,76.65875,EPSG:4326,15.0,155.08,182.99,118.14,112.39,107.94,105.72,8.69,12.42,0.002508,1393.65,179.92,0.034,Silt,333.5,D027,"LINESTRING(76.65375000000002 10.774999999999999,76.65875000000001 10.777,76.66375000000001 10.779)",2026-08-12 06:00:00,Indian river/dam anchor + synthetic prototype cross-section,SYNTHETIC_PROTOTYPE
IN-R20,Bharathapuzha,Bharathapuzha Basin,Kerala,Palakkad,IN-20-12,10.779,76.66125,EPSG:4326,16.5,131.73,155.44,155.1,156.85,148.1,147.17,5.55,7.92,0.00126,817.97,147.58,0.029,Clay,341.84,D027,"LINESTRING(76.65625000000001 10.777,76.66125000000001 10.779,76.66625 10.781)",2026-08-13 06:00:00,Indian river/dam anchor + synthetic prototype cross-section,SYNTHETIC_PROTOTYPE
IN-R20,Bharathapuzha,Bharathapuzha Basin,Kerala,Palakkad,IN-20-13,10.781,76.66375,EPSG:4326,18.0,129.49,152.79,152.68,153.54,142.0,139.7,9.08,12.98,0.001343,1295.68,155.44,0.044,Gravel,27.45,D027,"LINESTRING(76.65875000000001 10.778999999999998,76.66375000000001 10.780999999999999,76.66875 10.783)",2026-08-14 06:00:00,Indian river/dam anchor + synthetic prototype cross-section,SYNTHETIC_PROTOTYPE
IN-R20,Bharathapuzha,Bharathapuzha Basin,Kerala,Palakkad,IN-20-14,10.783,76.66625,EPSG:4326,19.5,56.09,66.18,191.34,185.23,186.48,185.92,3.79,5.42,0.002183,263.89,66.93,0.04,Sand,357.25,D027,"LINESTRING(76.66125000000001 10.780999999999999,76.66625 10.783,76.67125 10.785)",2026-08-15 06:00:00,Indian river/dam anchor + synthetic prototype cross-section,SYNTHETIC_PROTOTYPE
IN-R21,Subarnarekha,Subarnarekha Basin,Jharkhand,Jamshedpur,IN-21-01,22.787,86.18375,EPSG:4326,0.0,98.47,116.19,144.97,146.91,141.0,139.4,3.9,5.57,0.003406,334.86,109.61,0.04,Gravel,205.3,D028,"LINESTRING(86.17875000000001 22.785,86.18375 22.787,86.18875 22.788999999999998)",2026-08-02 06:00:00,Indian river/dam anchor + synthetic prototype cross-section,SYNTHETIC_PROTOTYPE
IN-R21,Subarnarekha,Subarnarekha Basin,Jharkhand,Jamshedpur,IN-21-02,22.789,86.18625,EPSG:4326,1.5,161.07,190.07,128.92,123.55,114.08,112.92,11.2,16.0,0.00211,1580.6,193.08,0.027,Clay,136.1,D028,"LINESTRING(86.18125 22.787000000000003,86.18625 22.789,86.19125 22.791)",2026-08-03 06:00:00,Indian river/dam anchor + synthetic prototype cross-section,SYNTHETIC_PROTOTYPE
IN-R21,Subarnarekha,Subarnarekha Basin,Jharkhand,Jamshedpur,IN-21-03,22.791,86.18875,EPSG:4326,3.0,148.81,175.6,126.06,128.33,118.92,115.07,7.7,11.0,0.003269,1092.5,170.81,0.043,Alluvium,0.21,D028,"LINESTRING(86.18375 22.789,86.18875 22.791,86.19375 22.793)",2026-08-04 06:00:00,Indian river/dam anchor + synthetic prototype cross-section,SYNTHETIC_PROTOTYPE
IN-R21,Subarnarekha,Subarnarekha Basin,Jharkhand,Jamshedpur,IN-21-04,22.793,86.19125,EPSG:4326,4.5,109.13,128.78,154.81,160.55,151.03,148.94,4.11,5.87,0.002614,535.69,120.86,0.032,Gravel,72.38,D028,"LINESTRING(86.18625 22.791,86.19125 22.793,86.19624999999999 22.794999999999998)",2026-08-05 06:00:00,Indian river/dam anchor + synthetic prototype cross-section,SYNTHETIC_PROTOTYPE
IN-R21,Subarnarekha,Subarnarekha Basin,Jharkhand,Jamshedpur,IN-21-05,22.795,86.19375,EPSG:4326,6.0,129.23,152.5,143.32,145.79,130.48,129.78,9.48,13.54,0.000638,1493.45,156.32,0.028,Gravel,117.52,D028,"LINESTRING(86.18875000000001 22.793000000000003,86.19375000000001 22.795,86.19875 22.797)",2026-08-06 06:00:00,Indian river/dam anchor + synthetic prototype cross-section,SYNTHETIC_PROTOTYPE
IN-R21,Subarnarekha,Subarnarekha Basin,Jharkhand,Jamshedpur,IN-21-06,22.797,86.19625,EPSG:4326,7.5,124.76,147.22,198.81,198.6,188.16,186.43,8.67,12.39,0.000957,1133.17,149.54,0.039,Alluvium,189.75,D028,"LINESTRING(86.19125000000001 22.795,86.19625 22.797,86.20125 22.799)",2026-08-07 06:00:00,Indian river/dam anchor + synthetic prototype cross-section,SYNTHETIC_PROTOTYPE
IN-R21,Subarnarekha,Subarnarekha Basin,Jharkhand,Jamshedpur,IN-21-07,22.799,86.19875,EPSG:4326,9.0,107.85,127.26,161.38,158.33,157.37,155.65,4.01,5.72,0.001748,421.24,119.3,0.027,Clay,161.09,D028,"LINESTRING(86.19375000000001 22.797,86.19875 22.799,86.20375 22.801)",2026-08-08 06:00:00,Indian river/dam anchor + synthetic prototype cross-section,SYNTHETIC_PROTOTYPE
IN-R21,Subarnarekha,Subarnarekha Basin,Jharkhand,Jamshedpur,IN-21-08,22.801,86.20125,EPSG:4326,10.5,76.06,89.76,111.65,110.76,108.38,106.14,3.86,5.51,0.001058,368.42,87.08,0.026,Sand,118.42,D028,"LINESTRING(86.19625 22.799000000000003,86.20125 22.801000000000002,86.20625 22.803)",2026-08-09 06:00:00,Indian river/dam anchor + synthetic prototype cross-section,SYNTHETIC_PROTOTYPE
IN-R21,Subarnarekha,Subarnarekha Basin,Jharkhand,Jamshedpur,IN-21-09,22.803,86.20375,EPSG:4326,12.0,138.78,163.76,133.07,127.68,129.07,126.39,4.68,6.68,0.002841,667.68,152.15,0.043,Alluvium,163.45,D028,"LINESTRING(86.19875 22.801000000000002,86.20375 22.803,86.20875 22.805)",2026-08-10 06:00:00,Indian river/dam anchor + synthetic prototype cross-section,SYNTHETIC_PROTOTYPE
